application_id,application_name,cpu_usage,memory_usage,age_years,criticality,compliance_flag,dependency_ids,dependency_count
APP320,incubate interactive info-mediaries,0.81,0.71,7,Low,0,"APP357,APP722,APP376,APP271,APP328",5
APP321,cultivate vertical communities,0.47,0.44,8,High,1,"APP859,APP354",2
APP322,re-contextualize interactive users,0.12,0.16,12,High,1,"APP046,APP790,APP989",3
APP323,engineer seamless e-tailers,0.26,0.82,5,High,0,"APP920,APP303",2
APP324,envisioneer viral interfaces,0.39,0.41,2,High,1,"APP759,APP119,APP504,APP463",4
APP325,benchmark strategic e-services,0.94,0.27,10,High,1,APP305,1
APP326,e-enable turn-key models,0.66,0.52,1,High,0,"APP237,APP917,APP003,APP936,APP260",5
APP327,redefine transparent partnerships,0.45,0.38,3,Medium,1,"APP511,APP311,APP612,APP614",4
APP328,morph value-added partnerships,0.35,0.49,15,Low,0,"APP307,APP612,APP322,APP063,APP104",5
APP329,optimize bricks-and-clicks architectures,0.9,0.48,4,Medium,0,"APP753,APP439",2
APP330,brand dot-com bandwidth,0.96,0.63,5,High,1,APP466,1
APP331,matrix web-enabled web services,0.45,0.79,12,High,1,"APP733,APP511",2
APP332,redefine dot-com info-mediaries,0.72,0.58,1,High,0,"APP079,APP744,APP586,APP327",4
APP333,engage efficient web services,0.86,0.47,5,Medium,0,"APP953,APP995",2
APP334,productize compelling convergence,0.29,0.61,6,High,1,"APP828,APP253,APP398,APP889",4
APP335,deploy global systems,0.53,0.51,13,Medium,0,0,0
APP336,harness 24/365 initiatives,0.62,0.3,3,Low,1,APP705,1
APP337,incubate viral eyeballs,0.51,0.95,12,Low,1,"APP810,APP200",2
APP338,benchmark killer portals,0.16,0.65,13,Low,1,"APP050,APP500,APP762,APP306",4
APP339,incentivize B2B infrastructures,0.55,0.56,11,Medium,1,"APP468,APP726,APP181",3
APP340,synergize efficient partnerships,0.83,0.81,15,High,1,APP304,1
APP341,deliver cross-platform e-business,0.74,0.3,9,Medium,0,APP238,1
APP342,streamline innovative eyeballs,0.81,0.64,9,Low,1,"APP657,APP114,APP701",3
APP343,deploy 24/7 systems,0.13,0.57,9,Medium,0,"APP292,APP778,APP410,APP318,APP562",5
APP344,deliver customized initiatives,0.24,0.97,12,Low,0,"APP168,APP166,APP065",3
APP345,mesh back-end users,0.54,0.49,1,High,1,0,0
APP346,incentivize next-generation architectures,0.51,0.46,8,Low,0,0,0
APP347,streamline 24/365 methodologies,0.12,0.25,3,High,1,0,0
APP348,drive plug-and-play content,0.25,0.64,14,Medium,0,"APP511,APP288,APP641",3
APP349,implement back-end experiences,0.64,0.2,8,High,0,APP233,1
APP350,unleash innovative convergence,0.64,0.61,11,Low,0,"APP951,APP161,APP850",3
APP351,expedite customized ROI,0.57,0.51,4,Low,1,"APP504,APP594,APP598",3
APP352,architect revolutionary eyeballs,0.11,0.81,9,Medium,0,"APP022,APP136",2
APP353,re-intermediate extensible content,0.48,0.38,14,High,0,"APP060,APP073,APP752,APP429",4
APP354,facilitate clicks-and-mortar markets,0.61,0.36,2,Medium,0,0,0
APP355,unleash cross-platform web services,0.99,0.87,9,Low,1,APP684,1
APP356,morph collaborative channels,0.91,0.43,8,High,1,"APP786,APP828,APP087",3
APP357,morph rich niches,0.69,0.55,4,Low,1,"APP483,APP219",2
APP358,embrace rich web-readiness,0.98,0.51,12,Low,1,"APP489,APP730",2
APP359,incubate user-centric e-commerce,0.36,0.45,5,High,0,APP018,1
APP360,mesh B2C infrastructures,0.83,0.24,12,Medium,0,APP204,1
APP361,engage cross-platform infrastructures,0.28,0.61,13,Low,1,APP564,1
APP362,scale next-generation eyeballs,0.39,0.6,11,Low,0,0,0
APP363,aggregate 24/7 action-items,0.87,0.67,3,Medium,1,0,0
APP364,transform killer schemas,0.83,0.12,3,Medium,1,"APP610,APP526",2
APP365,facilitate B2C relationships,0.71,0.93,4,Low,1,"APP696,APP326,APP375,APP866,APP035",5
APP366,re-contextualize next-generation paradigms,0.54,0.88,3,Low,0,0,0
APP367,orchestrate wireless infrastructures,0.16,0.99,2,High,1,"APP923,APP051,APP163",3
APP368,transform bleeding-edge infrastructures,0.59,0.41,12,Low,1,"APP099,APP570,APP395",3
APP369,whiteboard cross-platform web-readiness,0.29,0.36,7,High,1,"APP038,APP516",2
APP370,cultivate synergistic solutions,0.61,0.44,12,Medium,0,"APP489,APP569",2
APP371,re-contextualize next-generation web services,0.52,0.98,4,Low,0,0,0
APP372,optimize end-to-end action-items,0.81,0.67,12,High,0,"APP585,APP624,APP159,APP259,APP633",5
APP373,mesh B2C functionalities,0.71,0.3,12,Low,1,0,0
APP374,optimize transparent web services,0.9,0.62,1,High,1,0,0
APP375,strategize real-time architectures,0.31,0.66,14,Medium,1,"APP109,APP963,APP966,APP230",4
APP376,engage 24/7 synergies,0.5,0.13,10,High,0,APP672,1
APP377,enable cross-platform functionalities,0.6,0.83,12,Low,0,0,0
APP378,drive sticky paradigms,0.49,0.13,4,Low,1,APP893,1
APP379,generate e-business networks,0.8,0.84,14,Low,1,APP414,1
APP380,orchestrate cutting-edge functionalities,0.15,0.12,12,Medium,0,"APP523,APP690,APP889,APP544,APP774",5
APP381,mesh strategic schemas,0.86,0.68,13,High,0,APP060,1
APP382,evolve viral architectures,0.81,0.53,3,High,0,"APP164,APP933,APP875,APP226",4
APP383,deliver interactive e-services,0.35,0.17,8,Low,0,APP252,1
APP384,iterate distributed e-markets,0.27,0.44,9,Low,0,"APP123,APP395,APP212,APP418",4
APP385,synergize vertical deliverables,0.6,0.98,5,Low,1,APP231,1
APP386,integrate global e-tailers,0.5,0.5,12,High,1,0,0
APP387,e-enable e-business mindshare,0.53,0.13,2,Low,1,"APP910,APP675,APP116,APP065,APP728",5
APP388,engage wireless systems,0.96,0.82,4,Low,1,0,0
APP389,grow vertical action-items,0.68,0.69,2,Medium,0,"APP511,APP706,APP777,APP253,APP198",5
APP390,innovate seamless systems,0.85,0.15,13,High,0,APP034,1
APP391,deploy granular networks,0.21,0.84,10,Low,0,APP990,1
APP392,brand transparent ROI,0.87,0.78,9,Low,0,0,0
APP393,utilize world-class metrics,0.13,0.37,11,High,1,"APP958,APP292,APP254,APP362,APP334",5
APP394,target cutting-edge e-services,0.72,0.17,1,Medium,1,"APP424,APP301,APP086,APP855,APP444",5
APP395,visualize distributed architectures,0.44,0.99,10,Low,0,APP598,1
APP396,implement cutting-edge ROI,0.75,0.95,1,Medium,0,"APP289,APP076",2
APP397,unleash collaborative systems,0.57,0.45,11,High,1,"APP220,APP411,APP525",3
APP398,maximize collaborative synergies,0.18,0.78,4,Low,1,"APP887,APP390",2
APP399,embrace compelling content,0.53,0.83,1,Medium,0,"APP035,APP966,APP657,APP829",4
APP400,integrate 24/7 e-tailers,0.62,0.54,6,Low,0,"APP603,APP393,APP511,APP537,APP687",5
APP401,redefine e-business methodologies,0.29,0.97,2,Low,1,"APP996,APP817,APP534,APP997,APP173",5
APP402,enable virtual supply-chains,0.91,0.1,13,Low,0,"APP819,APP256,APP290,APP644,APP564",5
APP403,extend compelling paradigms,0.56,0.18,6,High,0,APP723,1
APP404,target holistic partnerships,0.69,0.25,4,Medium,0,"APP852,APP323",2
APP405,re-intermediate cross-platform niches,0.58,0.61,2,Medium,1,"APP526,APP698",2
APP406,grow 24/365 platforms,0.69,0.37,12,High,1,0,0
APP407,expedite strategic e-services,0.4,0.1,3,Medium,1,"APP503,APP915,APP1000",3
APP408,generate user-centric platforms,0.6,0.45,14,Low,0,"APP999,APP674",2
APP409,implement vertical info-mediaries,0.35,0.19,3,Low,1,"APP201,APP792,APP356,APP818,APP084",5
APP410,enable impactful portals,0.2,0.66,5,High,1,"APP836,APP919,APP884",3
APP411,grow sticky e-tailers,0.5,0.53,2,Low,0,"APP188,APP688,APP092",3
APP412,innovate seamless channels,0.57,0.71,2,Medium,1,"APP640,APP297",2
APP413,streamline visionary niches,0.83,0.45,13,Low,1,"APP276,APP985,APP728,APP986,APP310",5
APP414,integrate world-class ROI,0.67,0.96,15,Low,0,APP270,1
APP415,evolve virtual channels,0.97,0.3,5,High,1,"APP800,APP104,APP695,APP918,APP914",5
APP416,architect revolutionary applications,0.4,0.82,6,High,0,"APP002,APP295,APP230,APP237,APP989",5
APP417,scale leading-edge niches,0.62,0.5,4,Medium,1,"APP990,APP445,APP228",3
APP418,re-intermediate cross-media models,0.5,0.41,12,Medium,1,"APP836,APP329,APP234,APP325",4
APP419,deliver back-end systems,0.79,0.54,9,High,0,"APP526,APP102",2
APP420,facilitate frictionless synergies,0.66,0.36,14,High,0,"APP375,APP133,APP051,APP383,APP654",5
APP421,generate dot-com info-mediaries,0.68,0.17,4,High,1,0,0
APP422,synthesize integrated technologies,0.29,0.14,4,Low,1,"APP843,APP447",2
APP423,synthesize e-business bandwidth,0.6,0.55,1,Medium,0,"APP683,APP611,APP037,APP116,APP780",5
APP424,aggregate customized architectures,0.38,0.32,14,Medium,0,"APP636,APP932,APP383,APP876",4
APP425,architect real-time initiatives,0.61,0.25,14,Medium,1,"APP690,APP915",2
APP426,implement magnetic synergies,0.93,0.31,2,Low,0,APP198,1
APP427,deploy next-generation e-tailers,0.59,0.48,6,High,1,APP021,1
APP428,revolutionize impactful deliverables,0.93,0.58,15,Medium,0,"APP484,APP224,APP785,APP712,APP166",5
APP429,disintermediate open-source convergence,0.51,0.96,7,Medium,0,"APP039,APP538,APP696,APP556,APP433",5
APP430,whiteboard distributed architectures,0.94,0.48,12,Low,1,"APP580,APP510",2
APP431,harness collaborative channels,0.71,0.6,10,Low,0,"APP094,APP087,APP741,APP362",4
APP432,synergize user-centric web services,0.3,0.61,3,Low,1,"APP168,APP721,APP834,APP967,APP394",5
APP433,engage cross-media communities,0.44,0.64,11,High,0,"APP552,APP882",2
APP434,evolve real-time users,0.36,0.36,6,High,1,"APP176,APP211",2
APP435,facilitate robust info-mediaries,0.23,0.84,5,High,0,"APP982,APP631,APP907,APP147,APP465",5
APP436,incentivize web-enabled bandwidth,0.79,0.87,13,Low,1,0,0
APP437,whiteboard granular architectures,0.62,0.29,8,High,1,"APP577,APP206",2
APP438,deliver B2B deliverables,0.61,0.32,10,Low,1,"APP570,APP642",2
APP439,disintermediate front-end bandwidth,0.27,0.14,1,High,0,"APP940,APP578,APP452,APP261,APP861",5
APP440,revolutionize value-added communities,0.84,0.72,5,Low,1,"APP591,APP226,APP919,APP934,APP183",5
APP441,transform bricks-and-clicks vortals,0.17,0.84,12,High,0,"APP328,APP930",2
APP442,embrace rich bandwidth,0.32,0.82,12,High,1,0,0
APP443,generate virtual portals,0.46,0.58,11,High,1,"APP350,APP231,APP525,APP866",4
APP444,orchestrate cutting-edge info-mediaries,0.89,0.21,7,High,0,APP786,1
APP445,innovate out-of-the-box networks,0.29,0.8,6,High,0,"APP038,APP225,APP241",3
APP446,engineer front-end solutions,0.85,0.98,14,Medium,0,"APP380,APP528,APP717,APP813",4
APP447,streamline B2C e-business,0.74,0.78,13,High,1,0,0
APP448,incubate vertical metrics,0.86,0.68,5,Medium,1,"APP478,APP481",2
APP449,evolve B2B supply-chains,0.81,0.98,10,Medium,1,"APP070,APP607,APP453",3
APP450,orchestrate 24/7 relationships,0.76,0.24,14,High,1,"APP769,APP195",2
APP451,expedite out-of-the-box content,0.6,0.25,14,High,1,"APP811,APP582,APP668,APP382",4
APP452,whiteboard collaborative ROI,0.97,0.24,2,Medium,1,0,0
APP453,benchmark viral solutions,0.63,0.54,9,Medium,0,"APP466,APP396,APP810",3
APP454,deploy impactful e-business,0.34,0.2,6,Medium,0,APP222,1
APP455,exploit interactive niches,0.34,0.98,15,High,1,"APP880,APP201",2
APP456,revolutionize magnetic e-business,1.0,0.41,15,Low,1,APP063,1
APP457,redefine bleeding-edge methodologies,0.32,0.34,5,High,0,"APP333,APP516,APP354,APP249",4
APP458,revolutionize next-generation schemas,0.17,0.27,15,Low,0,"APP348,APP488,APP234,APP883",4
APP459,innovate wireless communities,0.14,0.38,7,High,0,"APP567,APP454,APP831",3
APP460,generate leading-edge eyeballs,0.24,0.75,12,Medium,1,APP795,1
APP461,unleash strategic technologies,0.67,0.53,1,Low,0,"APP949,APP253,APP745,APP651",4
APP462,whiteboard user-centric experiences,0.27,0.46,11,Medium,0,"APP691,APP397,APP722,APP514",4
APP463,monetize web-enabled action-items,0.3,0.95,8,High,1,"APP410,APP859",2
APP464,morph dynamic content,0.91,0.84,5,Low,1,0,0
APP465,incubate 24/7 systems,0.4,0.76,11,Medium,0,"APP679,APP704,APP806,APP567",4
APP466,incubate B2C solutions,0.39,0.52,6,Medium,0,0,0
APP467,maximize robust systems,0.4,0.61,5,High,1,"APP417,APP904",2
APP468,scale world-class ROI,0.92,1.0,13,Medium,1,"APP371,APP405",2
APP469,facilitate leading-edge initiatives,0.96,0.49,15,Medium,0,0,0
APP470,reinvent virtual interfaces,0.69,0.57,9,Medium,0,APP646,1
APP471,morph strategic convergence,0.64,0.51,4,High,0,"APP235,APP542,APP068,APP499,APP507",5
APP472,benchmark frictionless metrics,0.44,1.0,8,Low,1,0,0
APP473,grow bleeding-edge paradigms,0.9,0.51,9,Medium,1,"APP193,APP489,APP619",3
APP474,evolve best-of-breed experiences,0.7,0.25,8,High,0,"APP381,APP721",2
APP475,facilitate scalable systems,0.39,0.33,2,High,1,APP538,1
APP476,orchestrate one-to-one e-business,0.97,0.5,5,High,1,"APP672,APP834,APP182,APP125,APP369",5
APP477,scale open-source methodologies,0.93,0.85,14,Medium,0,0,0
APP478,maximize integrated ROI,0.79,0.36,2,High,0,"APP337,APP584",2
APP479,integrate world-class bandwidth,0.22,0.43,15,Medium,1,"APP118,APP516,APP555,APP202,APP197",5
APP480,evolve world-class content,0.25,0.28,3,Low,0,0,0
APP481,morph synergistic web-readiness,0.54,0.38,5,Medium,0,"APP415,APP095,APP671,APP445",4
APP482,productize strategic action-items,0.42,0.99,7,Medium,1,"APP783,APP401",2
APP483,deploy world-class channels,0.34,0.3,13,Low,0,APP879,1
APP484,transform global infrastructures,0.15,0.4,13,Low,1,APP803,1
APP485,expedite interactive systems,0.45,0.86,7,High,0,"APP506,APP789",2
APP486,optimize cross-platform users,0.83,0.99,5,Low,0,"APP715,APP214",2
APP487,utilize proactive interfaces,0.75,0.56,14,Medium,0,0,0
APP488,unleash mission-critical networks,0.27,0.58,15,Medium,1,"APP004,APP891,APP666",3
APP489,scale leading-edge metrics,0.28,0.68,5,High,0,APP514,1
APP490,repurpose transparent supply-chains,0.53,0.48,10,Medium,0,"APP891,APP213,APP391",3
APP491,syndicate world-class platforms,0.88,0.28,15,High,1,0,0
APP492,revolutionize value-added bandwidth,0.39,0.27,15,Medium,0,"APP388,APP040",2
APP493,target wireless users,0.43,0.83,1,Medium,0,"APP783,APP659,APP627",3
APP494,optimize clicks-and-mortar technologies,0.73,0.18,15,Low,0,APP945,1
APP495,engineer innovative web services,0.51,0.49,10,Medium,0,0,0
APP496,reinvent bleeding-edge mindshare,0.83,0.78,3,Medium,1,APP181,1
APP497,envisioneer synergistic platforms,0.83,0.14,8,Low,1,"APP542,APP663",2
APP498,innovate cross-media functionalities,0.69,0.99,9,Medium,0,"APP962,APP515,APP178",3
APP499,brand next-generation e-services,0.37,0.56,15,Low,1,APP094,1
APP500,evolve strategic e-commerce,0.33,0.27,7,Medium,0,0,0
APP501,drive wireless markets,0.86,0.23,9,High,0,0,0
APP502,streamline bricks-and-clicks action-items,0.83,0.97,4,Medium,1,"APP672,APP654,APP772,APP647,APP881",5
APP503,re-intermediate bleeding-edge interfaces,0.93,0.73,8,High,1,"APP858,APP286,APP854,APP375",4
APP504,syndicate holistic bandwidth,0.27,0.79,11,Low,1,APP014,1
APP505,extend front-end e-tailers,0.67,0.29,11,High,1,"APP161,APP285,APP588,APP930",4
APP506,deliver visionary architectures,0.74,0.28,14,High,0,"APP330,APP737,APP128,APP022,APP1000",5
APP507,brand seamless e-tailers,0.13,0.46,1,High,1,APP287,1
APP508,expedite user-centric e-commerce,0.57,0.25,10,Medium,1,0,0
APP509,evolve killer e-commerce,0.74,0.97,14,Low,1,"APP219,APP649,APP305",3
APP510,architect front-end supply-chains,0.83,0.74,1,High,0,"APP408,APP976,APP752",3
APP511,enable sticky mindshare,0.29,0.38,7,Low,0,"APP354,APP455,APP784",3
APP512,extend customized solutions,0.6,0.21,12,Low,0,APP845,1
APP513,revolutionize ubiquitous communities,0.73,0.98,4,Medium,1,APP861,1
APP514,expedite B2C e-markets,0.26,0.5,9,Medium,0,"APP812,APP055,APP437,APP570,APP343",5
APP515,orchestrate robust deliverables,0.77,0.53,9,High,1,0,0
APP516,facilitate seamless relationships,0.71,0.14,6,Low,1,"APP719,APP284,APP073",3
APP517,maximize efficient e-business,0.32,0.68,4,Low,0,"APP354,APP056,APP976,APP470,APP831",5
APP518,brand scalable platforms,0.99,0.53,9,Medium,1,"APP640,APP421,APP766",3
APP519,utilize 24/7 e-commerce,0.22,0.98,4,Medium,1,"APP514,APP978,APP837,APP407,APP281",5
APP520,empower strategic synergies,0.69,0.24,7,High,1,"APP827,APP009,APP008",3
APP521,leverage next-generation e-tailers,0.36,0.14,11,High,0,0,0
APP522,syndicate holistic e-business,0.62,0.55,13,High,0,0,0
APP523,utilize ubiquitous portals,0.3,0.43,10,Medium,1,APP831,1
APP524,aggregate vertical content,0.35,0.44,7,High,0,"APP598,APP304,APP979,APP066,APP856",5
APP525,brand B2B bandwidth,0.38,0.31,3,Low,0,"APP723,APP562,APP895,APP452,APP487",5
APP526,cultivate rich niches,0.25,0.26,8,High,0,APP256,1
APP527,monetize enterprise interfaces,0.98,0.69,14,Low,1,APP930,1
APP528,architect robust methodologies,0.14,0.67,7,Low,0,"APP983,APP673,APP141,APP616",4
APP529,mesh clicks-and-mortar architectures,0.1,0.59,9,Medium,1,"APP396,APP771,APP777,APP507,APP234",5
APP530,drive customized e-services,0.29,0.19,14,Medium,0,"APP823,APP067,APP655,APP473",4
APP531,generate sticky action-items,0.96,0.41,15,Medium,0,"APP100,APP911,APP062",3
APP532,synthesize B2B systems,0.7,0.11,11,Medium,0,APP565,1
APP533,engineer mission-critical paradigms,0.58,0.92,15,Low,0,"APP072,APP501,APP294,APP615",4
APP534,engineer B2B content,0.51,0.89,3,Medium,1,"APP603,APP829",2
APP535,deploy vertical portals,0.73,0.45,6,Medium,1,"APP923,APP262,APP031,APP096,APP561",5
APP536,evolve 24/365 convergence,0.74,0.15,15,High,0,"APP157,APP543,APP709,APP898",4
APP537,exploit virtual ROI,0.33,0.63,2,Low,1,0,0
APP538,transform plug-and-play metrics,0.93,0.41,5,Low,0,"APP988,APP760,APP815",3
APP539,engage world-class experiences,0.49,0.55,2,Low,1,"APP022,APP799,APP613",3
APP540,strategize killer metrics,0.88,0.89,15,Low,0,"APP290,APP260,APP089,APP533",4
APP541,exploit killer eyeballs,0.19,0.4,15,Low,0,"APP022,APP622",2
APP542,disintermediate web-enabled ROI,0.23,0.65,7,Medium,0,"APP189,APP494,APP075",3
APP543,deliver proactive communities,0.7,0.71,7,Medium,0,"APP575,APP150,APP546,APP367,APP111",5
APP544,empower open-source content,0.9,0.14,2,High,1,"APP502,APP850,APP786,APP952,APP132",5
APP545,harness world-class vortals,0.66,0.56,7,Low,0,"APP556,APP965,APP298",3
APP546,repurpose bricks-and-clicks portals,0.4,0.9,5,Low,0,"APP593,APP451,APP825,APP398",4
APP547,implement user-centric schemas,0.17,0.46,2,Medium,1,0,0
APP548,innovate clicks-and-mortar interfaces,0.16,0.72,8,Medium,1,0,0
APP549,drive interactive deliverables,0.15,0.47,3,Medium,0,"APP384,APP633,APP930,APP544,APP989",5
APP550,productize cross-media partnerships,0.56,0.96,5,Medium,1,APP055,1
APP551,streamline out-of-the-box metrics,0.9,0.7,6,Medium,0,"APP535,APP096",2
APP552,engineer seamless initiatives,0.26,0.8,4,Low,1,APP208,1
APP553,utilize dynamic infrastructures,0.35,0.38,15,Medium,0,"APP083,APP196,APP242,APP650,APP513",5
APP554,strategize global experiences,0.65,0.43,14,High,0,0,0
APP555,synergize seamless technologies,0.66,0.78,9,Medium,0,"APP651,APP410,APP239,APP868,APP942",5
APP556,re-contextualize world-class deliverables,0.52,0.73,5,Low,1,"APP327,APP096,APP309,APP397,APP646",5
APP557,empower B2C architectures,0.32,0.77,15,Medium,1,"APP879,APP876,APP056,APP048,APP486",5
APP558,integrate dot-com technologies,0.85,0.94,7,High,0,"APP690,APP836",2
APP559,target leading-edge infrastructures,0.51,0.96,10,Medium,1,"APP600,APP307",2
APP560,synergize vertical convergence,0.86,0.21,3,High,1,"APP640,APP714,APP019,APP273",4
APP561,engineer proactive deliverables,0.49,0.42,12,High,1,0,0
APP562,synergize global technologies,0.97,0.23,3,High,1,"APP071,APP127",2
APP563,evolve visionary relationships,0.32,0.46,2,Medium,0,"APP730,APP880,APP808,APP890,APP235",5
APP564,syndicate integrated deliverables,0.16,0.9,6,Low,1,0,0
APP565,enable real-time content,0.61,1.0,12,Low,1,"APP317,APP977",2
APP566,matrix value-added applications,0.22,0.36,13,High,1,"APP036,APP599,APP354,APP574",4
APP567,drive e-business architectures,0.17,0.75,6,High,0,"APP555,APP323,APP595",3
APP568,implement plug-and-play content,0.56,0.55,4,Low,1,APP420,1
APP569,enable end-to-end info-mediaries,0.55,0.83,7,Low,1,0,0
APP570,cultivate turn-key info-mediaries,0.3,0.11,7,Low,0,"APP782,APP237,APP952",3
APP571,generate innovative functionalities,0.16,0.35,6,Medium,0,"APP156,APP137,APP066,APP655",4
APP572,synergize frictionless experiences,0.22,0.18,5,Low,0,"APP932,APP483",2
APP573,morph dynamic networks,0.79,0.22,3,Medium,0,"APP061,APP239,APP142,APP267,APP460",5
APP574,unleash world-class web-readiness,0.12,0.51,3,Low,1,APP113,1
APP575,matrix bricks-and-clicks action-items,0.94,0.67,1,Low,0,"APP045,APP945,APP429",3
APP576,envisioneer granular mindshare,0.42,0.71,1,High,1,"APP321,APP348",2
APP577,grow real-time channels,0.25,0.71,10,Low,0,"APP855,APP904,APP068,APP142,APP728",5
APP578,engage next-generation technologies,0.92,0.43,15,High,0,APP955,1
APP579,grow ubiquitous functionalities,0.98,0.39,7,Low,0,"APP840,APP959,APP558,APP136",4
APP580,transition viral models,0.47,0.72,13,High,1,"APP510,APP244,APP826,APP843,APP298",5
APP581,innovate frictionless content,0.38,0.17,2,High,0,"APP782,APP080,APP723,APP597,APP981",5
APP582,whiteboard interactive functionalities,0.39,0.58,2,High,1,"APP909,APP926,APP348,APP584,APP346",5
APP583,optimize dynamic infrastructures,0.64,0.71,14,Medium,0,APP530,1
APP584,transition leading-edge supply-chains,0.33,0.95,2,Low,0,"APP159,APP134",2
APP585,optimize distributed users,0.94,0.25,3,Medium,0,"APP928,APP563,APP226,APP338",4
APP586,architect B2B solutions,0.42,0.89,6,Low,1,0,0
APP587,extend impactful web-readiness,0.13,0.43,12,Low,1,APP463,1
APP588,architect one-to-one e-commerce,0.84,0.71,13,Medium,0,"APP618,APP822",2
APP589,extend cross-media web services,0.44,0.77,3,Low,0,"APP479,APP771,APP430",3
APP590,implement compelling web services,0.42,0.21,1,Medium,0,0,0
APP591,visualize granular ROI,0.28,0.59,11,Low,0,"APP311,APP864,APP720,APP806",4
APP592,redefine impactful markets,0.69,0.73,3,High,0,APP806,1
APP593,unleash real-time architectures,0.7,0.55,4,High,0,"APP338,APP820,APP368,APP045",4
APP594,re-intermediate collaborative platforms,0.95,0.65,6,Medium,0,"APP676,APP198,APP559",3
APP595,repurpose proactive web services,0.92,0.99,8,High,0,"APP278,APP428",2
APP596,matrix e-business synergies,0.61,0.45,13,High,0,"APP260,APP494,APP289,APP609",4
APP597,grow frictionless bandwidth,0.9,0.13,3,Medium,0,"APP306,APP406,APP535,APP825,APP284",5
APP598,enable virtual solutions,0.69,0.6,2,High,1,APP670,1
APP599,expedite turn-key networks,0.35,0.36,3,Medium,0,"APP006,APP874",2
APP600,transition front-end users,0.41,0.3,1,Low,0,"APP009,APP311,APP565,APP237",4
APP601,synthesize wireless systems,0.78,0.12,9,High,1,APP971,1
APP602,re-contextualize intuitive e-services,0.92,0.39,15,Medium,0,"APP223,APP240",2
APP603,re-contextualize seamless e-commerce,0.98,0.36,12,High,1,0,0
APP604,iterate magnetic e-business,0.36,0.14,14,Medium,1,"APP945,APP125,APP320,APP971,APP494",5
APP605,reinvent open-source interfaces,0.52,0.65,12,High,1,0,0
APP606,incubate 24/365 functionalities,0.27,0.75,5,High,0,APP040,1
APP607,transition 24/7 networks,0.12,0.75,15,Medium,1,"APP593,APP118,APP559",3
APP608,aggregate vertical e-services,0.64,0.78,15,High,0,"APP370,APP751",2
APP609,orchestrate leading-edge relationships,0.11,0.16,8,Low,0,0,0
APP610,orchestrate revolutionary metrics,0.94,0.15,12,High,1,"APP262,APP168,APP177,APP561,APP231",5
APP611,evolve out-of-the-box architectures,0.27,0.5,13,High,1,"APP079,APP288,APP831,APP256,APP799",5
APP612,extend turn-key vortals,0.85,0.8,5,Low,1,"APP801,APP326,APP827",3
APP613,orchestrate vertical markets,0.47,0.47,3,Medium,0,0,0
APP614,mesh customized web services,0.55,0.31,11,High,1,APP643,1
APP615,maximize innovative e-markets,0.52,0.14,9,Medium,0,"APP431,APP116,APP108",3
APP616,transition rich channels,0.26,0.14,10,High,1,"APP726,APP818,APP942,APP866",4
APP617,drive virtual networks,0.66,0.41,8,Medium,0,"APP468,APP436,APP369",3
APP618,re-contextualize synergistic communities,0.28,0.38,1,Medium,1,APP811,1
APP619,cultivate synergistic e-tailers,0.88,0.14,3,High,1,"APP608,APP757,APP894,APP980,APP211",5
APP620,brand magnetic convergence,0.18,0.74,7,High,1,0,0
APP621,enhance customized paradigms,0.21,0.24,8,Low,0,"APP960,APP430,APP163",3
APP622,repurpose granular relationships,0.59,0.91,2,Low,0,"APP288,APP379,APP333",3
APP623,monetize rich metrics,0.72,0.18,4,High,0,"APP043,APP722",2
APP624,drive open-source networks,0.93,0.2,11,Medium,0,"APP668,APP376,APP702,APP379",4
APP625,monetize visionary initiatives,0.53,0.38,4,High,1,"APP324,APP477,APP360",3
APP626,generate web-enabled markets,0.39,0.61,4,High,1,"APP724,APP671",2
APP627,engage seamless partnerships,0.93,0.35,6,Medium,0,"APP958,APP165,APP871,APP693,APP556",5
APP628,transform user-centric networks,0.51,0.36,11,High,1,"APP837,APP032,APP312,APP154",4
APP629,deploy robust models,0.26,0.71,10,High,1,"APP786,APP854",2
APP630,generate cutting-edge e-commerce,0.39,0.71,8,High,1,0,0
APP631,synergize sticky applications,0.57,0.38,3,Medium,0,APP046,1
APP632,envisioneer holistic platforms,0.78,0.15,14,Low,1,"APP307,APP983,APP543",3
APP633,innovate scalable platforms,0.35,0.6,4,Medium,0,0,0
APP634,transition magnetic initiatives,0.85,0.97,9,Low,1,"APP335,APP635,APP256",3
APP635,harness distributed models,0.99,0.44,3,Low,0,0,0
APP636,iterate holistic architectures,0.71,0.88,8,Medium,1,"APP381,APP561",2
APP637,incentivize customized vortals,1.0,0.52,10,Medium,1,"APP636,APP795,APP045,APP474,APP111",5
APP638,re-contextualize back-end synergies,0.64,0.68,7,High,1,0,0
APP639,target best-of-breed deliverables,0.56,0.17,2,Medium,1,"APP268,APP348,APP296",3
APP640,visualize revolutionary relationships,0.4,0.9,7,Low,0,0,0
APP641,transition mission-critical networks,0.39,0.37,2,High,1,0,0
APP642,engineer scalable users,0.36,0.32,3,Low,0,"APP323,APP649",2
APP643,whiteboard world-class web services,0.88,0.21,8,Medium,0,0,0
APP644,repurpose transparent content,0.4,0.76,8,Medium,0,"APP671,APP057,APP460,APP686,APP168",5
APP645,expedite best-of-breed technologies,0.47,0.77,3,Medium,0,0,0
