application_id,application_name,cpu_usage,memory_usage,age_years,criticality,compliance_flag,dependency_ids,dependency_count
APP317,drive 24/365 interfaces,0.34,0.39,12,Medium,1,"APP454,APP124",2
APP318,facilitate 24/7 web-readiness,0.91,0.96,2,Low,1,"APP505,APP003,APP585,APP008",4
APP319,transform B2C experiences,0.68,0.35,5,Low,0,"APP051,APP204,APP661,APP212",4
APP320,seize cutting-edge relationships,0.7,0.19,15,Medium,0,0,0
APP321,e-enable collaborative experiences,0.14,0.93,6,High,0,"APP690,APP528,APP140,APP065",4
APP322,transition best-of-breed e-commerce,0.85,0.2,1,Low,0,"APP334,APP224,APP087",3
APP323,embrace innovative technologies,0.32,0.93,13,Low,1,"APP215,APP700,APP249",3
APP324,implement proactive e-services,0.57,0.91,3,Medium,0,"APP006,APP651,APP246,APP331",4
APP325,enable customized systems,0.3,0.48,5,Low,1,"APP201,APP444",2
APP326,utilize ubiquitous e-commerce,0.95,0.73,10,High,1,0,0
APP327,synergize viral paradigms,0.6,0.33,12,High,0,APP443,1
APP328,embrace turn-key supply-chains,0.21,0.51,10,High,0,"APP351,APP431,APP008",3
APP329,benchmark e-business vortals,0.41,0.41,8,Low,1,"APP170,APP444,APP004,APP530",4
APP330,unleash wireless bandwidth,0.34,0.73,6,Low,1,APP010,1
APP331,synergize efficient deliverables,0.71,0.11,6,Medium,0,"APP512,APP520",2
APP332,productize turn-key networks,0.89,0.65,9,Medium,1,"APP398,APP681",2
APP333,unleash bleeding-edge networks,0.19,0.7,2,Medium,1,APP612,1
APP334,monetize vertical markets,0.71,0.29,1,Low,1,"APP066,APP149",2
APP335,matrix revolutionary networks,0.96,0.83,3,High,1,0,0
APP336,maximize mission-critical initiatives,0.15,0.35,5,High,1,"APP620,APP253,APP503",3
APP337,strategize back-end interfaces,0.72,0.23,8,Low,0,"APP314,APP550,APP633,APP079",4
APP338,incentivize one-to-one relationships,0.25,0.98,9,Low,1,"APP095,APP034,APP578",3
APP339,innovate B2C initiatives,0.41,0.73,3,Low,0,APP561,1
APP340,envisioneer one-to-one bandwidth,0.44,0.54,14,Medium,0,APP459,1
APP341,deploy one-to-one e-markets,0.92,0.31,2,Medium,0,APP232,1
APP342,transition magnetic methodologies,0.65,0.34,7,Low,1,"APP555,APP232,APP213,APP309",4
APP343,matrix granular bandwidth,0.86,0.57,5,Medium,0,"APP355,APP009,APP077,APP307",4
APP344,seize enterprise relationships,0.97,0.98,8,Medium,1,"APP391,APP126,APP311",3
APP345,maximize customized paradigms,0.67,0.68,12,High,1,"APP646,APP275,APP680,APP511,APP055",5
APP346,deploy synergistic info-mediaries,0.23,0.33,12,High,0,0,0
APP347,whiteboard enterprise experiences,0.35,0.14,12,High,1,"APP089,APP252,APP269",3
APP348,engage rich markets,0.82,0.7,13,Medium,0,"APP219,APP602,APP309",3
APP349,incubate enterprise metrics,0.25,0.89,1,Medium,0,"APP255,APP699,APP479,APP491",4
APP350,re-contextualize global web services,0.32,0.63,10,High,0,0,0
APP351,deliver B2C initiatives,0.86,0.35,13,High,1,0,0
APP352,monetize plug-and-play models,0.92,0.99,12,Low,1,"APP627,APP498,APP331,APP217",4
APP353,innovate next-generation experiences,0.28,0.23,3,Medium,1,APP258,1
APP354,architect visionary web services,0.78,0.19,7,Low,0,"APP462,APP684,APP471",3
APP355,utilize sticky architectures,0.77,0.14,13,Medium,0,0,0
APP356,seize customized convergence,0.58,0.32,6,High,1,"APP018,APP611,APP342",3
APP357,streamline dot-com relationships,0.75,0.17,5,Medium,0,0,0
APP358,syndicate transparent models,0.19,0.74,6,High,1,"APP309,APP398",2
APP359,transform one-to-one e-commerce,0.63,0.86,7,High,1,APP692,1
APP360,benchmark innovative metrics,0.86,0.38,14,High,1,"APP034,APP130",2
APP361,maximize collaborative e-business,0.47,1.0,10,Low,0,0,0
APP362,revolutionize real-time niches,0.15,0.45,2,Medium,0,APP508,1
APP363,incentivize revolutionary e-services,0.44,0.49,8,High,1,0,0
APP364,transform holistic web-readiness,0.37,0.31,12,Low,0,"APP409,APP596,APP009,APP659",4
APP365,synthesize bricks-and-clicks convergence,0.29,0.37,8,Medium,1,"APP270,APP355,APP375,APP389",4
APP366,mesh strategic channels,0.68,0.86,12,Low,1,"APP545,APP342",2
APP367,productize interactive platforms,0.16,0.26,2,High,1,0,0
APP368,optimize next-generation experiences,0.22,0.95,8,Low,1,0,0
APP369,engage real-time architectures,0.12,0.34,8,High,1,"APP178,APP277,APP312,APP393",4
APP370,target killer niches,0.79,0.33,8,Low,0,"APP324,APP678",2
APP371,utilize best-of-breed markets,0.89,0.62,10,High,1,0,0
APP372,brand strategic metrics,0.45,0.25,8,Low,0,"APP538,APP172",2
APP373,enhance out-of-the-box mindshare,0.61,0.19,15,Low,0,"APP677,APP166,APP221,APP164",4
APP374,maximize dynamic interfaces,0.95,0.76,10,Medium,1,"APP637,APP220,APP070,APP052,APP494",5
APP375,matrix granular ROI,0.93,0.62,14,Medium,1,"APP114,APP454",2
APP376,matrix 24/365 networks,0.26,0.55,11,Medium,0,"APP612,APP443,APP611",3
APP377,orchestrate revolutionary partnerships,0.13,0.74,8,High,0,"APP274,APP023,APP011,APP144,APP590",5
APP378,enhance robust ROI,0.3,0.9,6,High,1,"APP588,APP339,APP203,APP301,APP499",5
APP379,transform best-of-breed architectures,0.28,0.43,4,High,1,"APP226,APP333,APP572,APP385,APP307",5
APP380,e-enable turn-key supply-chains,0.88,0.41,1,Low,0,"APP115,APP063,APP622,APP212",4
APP381,facilitate global relationships,0.75,0.29,3,High,1,"APP314,APP095,APP063,APP460,APP633",5
APP382,cultivate customized methodologies,0.68,0.98,4,Low,0,"APP464,APP159,APP515",3
APP383,repurpose enterprise communities,0.39,0.37,13,Low,1,"APP445,APP267,APP530,APP027",4
APP384,extend dynamic e-services,0.94,0.55,14,Low,1,0,0
APP385,iterate turn-key e-markets,0.85,0.46,9,High,1,APP043,1
APP386,morph transparent schemas,0.44,0.97,10,High,1,APP012,1
APP387,disintermediate robust portals,0.85,0.14,10,High,1,0,0
APP388,engineer intuitive networks,0.19,0.38,4,Medium,0,APP056,1
APP389,incubate impactful models,0.11,0.88,8,Medium,1,"APP220,APP673,APP216,APP477,APP004",5
APP390,incubate killer relationships,0.56,0.77,4,Low,1,"APP131,APP108",2
APP391,morph seamless methodologies,0.11,0.64,14,Low,1,"APP441,APP042,APP484",3
APP392,scale magnetic portals,0.66,0.12,14,Low,0,"APP183,APP001,APP137,APP076",4
APP393,transition impactful technologies,0.69,0.42,12,Low,1,APP151,1
APP394,enhance cross-platform schemas,0.22,0.77,5,High,1,APP088,1
APP395,revolutionize user-centric mindshare,0.59,0.25,13,Medium,1,"APP345,APP625",2
APP396,productize B2C schemas,0.55,0.98,7,Low,0,APP425,1
APP397,evolve extensible technologies,0.83,0.76,12,Medium,1,"APP358,APP662,APP250,APP077",4
APP398,incubate viral networks,0.94,0.98,4,Low,0,0,0
APP399,envisioneer value-added applications,0.58,0.54,11,High,1,"APP202,APP293,APP656,APP095",4
APP400,exploit magnetic relationships,0.28,0.42,13,Medium,1,"APP398,APP574,APP200,APP637",4
APP401,productize plug-and-play convergence,0.88,0.95,9,Medium,0,"APP135,APP559,APP370,APP076",4
APP402,utilize holistic users,0.7,0.28,12,High,0,APP657,1
APP403,leverage impactful initiatives,0.45,0.57,4,Low,0,"APP446,APP439,APP116",3
APP404,incentivize user-centric functionalities,0.5,0.12,12,Medium,1,"APP516,APP170",2
APP405,morph cutting-edge web-readiness,0.47,0.89,13,High,0,"APP180,APP587,APP222,APP312,APP232",5
APP406,disintermediate scalable initiatives,0.1,0.31,14,Low,0,"APP043,APP282",2
APP407,incentivize front-end e-commerce,0.58,0.66,5,High,1,"APP642,APP375",2
APP408,generate B2C deliverables,0.53,0.85,2,Low,0,"APP366,APP338,APP328",3
APP409,enable leading-edge bandwidth,0.84,0.88,2,Low,1,APP298,1
APP410,e-enable B2C experiences,0.95,0.14,5,High,0,"APP168,APP234",2
APP411,evolve interactive experiences,0.42,0.58,8,High,0,"APP069,APP454,APP543,APP275",4
APP412,facilitate value-added mindshare,0.77,0.43,13,High,1,"APP687,APP100,APP207,APP347",4
APP413,grow 24/7 methodologies,0.42,0.31,11,Low,1,"APP004,APP648",2
APP414,optimize integrated infrastructures,0.26,0.48,7,High,1,"APP649,APP019,APP570,APP657,APP444",5
APP415,reinvent 24/7 e-markets,0.21,0.54,7,High,1,0,0
APP416,grow efficient architectures,0.33,0.68,3,Low,1,"APP366,APP594,APP273,APP405,APP484",5
APP417,incubate value-added experiences,0.68,0.88,8,Medium,0,0,0
APP418,matrix strategic ROI,0.39,0.69,1,Low,0,0,0
APP419,disintermediate proactive methodologies,0.8,0.64,3,High,1,"APP163,APP274,APP084,APP334,APP053",5
APP420,matrix integrated platforms,0.7,0.15,9,Low,0,"APP235,APP444,APP349,APP156,APP567",5
APP421,utilize wireless info-mediaries,0.86,0.58,3,Low,1,0,0
APP422,monetize cutting-edge eyeballs,0.92,0.76,4,Medium,1,"APP049,APP387",2
APP423,transition bleeding-edge synergies,0.46,0.91,11,High,1,"APP605,APP612,APP589",3
APP424,productize efficient deliverables,0.5,0.43,3,High,1,"APP001,APP269,APP220,APP360",4
APP425,repurpose B2B mindshare,0.63,0.94,11,High,0,"APP070,APP132,APP206",3
APP426,evolve interactive e-business,0.2,0.31,2,High,0,"APP483,APP261,APP331",3
APP427,unleash killer functionalities,0.72,0.68,10,Low,0,"APP308,APP031,APP066,APP688",4
APP428,target robust deliverables,0.62,0.51,14,Medium,0,0,0
APP429,harness global communities,0.64,0.51,8,Low,1,"APP314,APP061,APP053",3
APP430,e-enable one-to-one web services,0.38,0.54,3,Low,0,"APP242,APP626,APP640,APP040",4
APP431,empower holistic platforms,0.66,0.14,4,High,0,"APP409,APP017,APP124,APP219,APP526",5
APP432,orchestrate cutting-edge mindshare,0.13,0.8,6,Low,1,0,0
APP433,facilitate scalable users,0.93,0.69,7,Low,0,APP191,1
APP434,grow cutting-edge communities,0.81,0.37,11,Medium,0,APP578,1
APP435,morph collaborative experiences,0.1,0.96,8,Low,1,"APP395,APP086,APP079,APP281",4
APP436,expedite impactful ROI,0.52,0.69,12,Medium,0,"APP263,APP019,APP572,APP541",4
APP437,incentivize innovative eyeballs,0.14,0.38,10,Medium,0,0,0
APP438,deliver user-centric systems,0.32,0.58,6,Low,1,APP367,1
APP439,re-contextualize next-generation communities,0.51,0.4,9,Medium,0,"APP208,APP455",2
APP440,empower e-business web services,0.1,0.31,1,High,1,"APP223,APP397,APP204,APP139,APP564",5
APP441,grow sticky networks,0.69,0.18,5,Low,1,"APP349,APP322,APP309,APP207,APP114",5
APP442,matrix revolutionary e-tailers,0.77,0.24,12,Low,0,"APP392,APP177,APP360",3
APP443,engage collaborative communities,0.13,0.37,15,Low,1,APP087,1
APP444,maximize e-business paradigms,0.39,0.46,8,Low,1,APP027,1
APP445,benchmark web-enabled users,0.81,0.11,6,High,1,"APP061,APP575,APP238",3
APP446,extend synergistic supply-chains,0.69,0.47,3,High,1,"APP267,APP288,APP278",3
APP447,productize interactive vortals,0.71,0.57,10,Medium,1,"APP471,APP117,APP149,APP284,APP545",5
APP448,empower wireless systems,0.14,0.73,12,Medium,1,"APP178,APP609",2
APP449,scale efficient functionalities,0.72,0.45,12,Medium,1,"APP642,APP346,APP662",3
APP450,synergize revolutionary convergence,0.46,0.89,14,High,0,"APP113,APP583",2
APP451,disintermediate scalable supply-chains,0.37,0.28,11,Medium,0,APP098,1
APP452,benchmark compelling portals,0.51,0.14,11,Medium,0,"APP668,APP608,APP578,APP458,APP672",5
APP453,iterate impactful e-commerce,0.84,0.69,14,High,0,"APP116,APP635",2
APP454,synthesize sticky interfaces,0.73,0.41,14,High,0,"APP095,APP249,APP248,APP682",4
APP455,expedite intuitive info-mediaries,0.71,0.85,7,Medium,0,0,0
APP456,streamline intuitive users,0.16,0.64,1,Medium,0,"APP405,APP295,APP427,APP173",4
APP457,cultivate scalable bandwidth,0.82,0.32,1,High,0,"APP175,APP082,APP583,APP216,APP592",5
APP458,cultivate scalable mindshare,0.99,0.26,2,Low,1,"APP442,APP122,APP524,APP677,APP624",5
APP459,cultivate frictionless convergence,0.45,0.21,10,Medium,1,APP491,1
APP460,benchmark synergistic info-mediaries,0.26,0.26,1,High,1,APP506,1
APP461,facilitate leading-edge content,0.96,0.11,14,Medium,1,"APP552,APP090",2
APP462,transition granular info-mediaries,0.7,0.4,8,Low,0,"APP587,APP110,APP226",3
APP463,matrix wireless e-services,0.9,0.12,10,High,1,"APP532,APP390,APP681,APP592",4
APP464,brand impactful info-mediaries,0.98,0.16,3,High,1,"APP203,APP638",2
APP465,morph interactive synergies,0.31,0.38,13,Low,1,"APP318,APP144,APP280",3
APP466,streamline B2C interfaces,0.21,0.99,2,High,1,"APP667,APP675,APP272,APP336,APP544",5
APP467,whiteboard open-source e-markets,0.2,0.44,4,High,1,0,0
APP468,brand impactful markets,0.45,0.2,11,Low,0,"APP417,APP695,APP532",3
APP469,re-intermediate e-business web services,0.67,0.18,10,High,0,"APP630,APP093",2
APP470,engage viral e-commerce,0.76,0.92,2,Medium,1,"APP531,APP029,APP160,APP271",4
APP471,seize dynamic content,0.52,0.13,14,Medium,1,"APP462,APP247,APP021,APP292,APP324",5
APP472,morph scalable schemas,0.4,0.77,5,High,1,"APP688,APP518,APP566",3
APP473,re-intermediate dot-com bandwidth,0.42,0.36,5,Medium,1,APP246,1
APP474,productize strategic e-tailers,0.21,0.89,14,Low,1,0,0
APP475,mesh proactive e-services,0.37,0.31,6,Medium,1,"APP582,APP098,APP082,APP052",4
APP476,morph dynamic channels,0.25,0.59,6,Medium,1,APP339,1
APP477,target dot-com partnerships,0.49,0.66,2,Medium,1,"APP047,APP043,APP260",3
APP478,seize scalable synergies,0.52,0.88,5,Low,1,0,0
APP479,expedite 24/365 experiences,0.87,0.58,11,Low,1,0,0
APP480,transform e-business partnerships,0.69,0.97,1,High,1,"APP063,APP538,APP460,APP220",4
APP481,generate rich technologies,0.99,0.47,10,Medium,1,"APP665,APP534,APP604,APP637,APP107",5
APP482,morph dot-com models,0.77,0.25,5,Medium,0,"APP058,APP196,APP418,APP553,APP011",5
APP483,utilize open-source users,0.32,0.42,12,Medium,1,"APP560,APP494,APP538,APP281,APP235",5
APP484,extend interactive relationships,0.13,0.84,6,Medium,0,APP267,1
APP485,deliver enterprise communities,0.7,0.46,7,Medium,0,APP280,1
APP486,envisioneer back-end markets,0.3,0.95,10,Medium,1,"APP317,APP185,APP432,APP205",4
APP487,enhance global deliverables,0.77,0.72,13,High,0,"APP250,APP102,APP055",3
APP488,benchmark visionary initiatives,0.18,0.62,6,Low,0,"APP411,APP101",2
APP489,redefine 24/7 communities,0.13,0.82,7,High,0,APP193,1
APP490,extend proactive e-services,0.6,0.47,9,High,1,"APP678,APP141",2
APP491,enhance interactive interfaces,0.11,0.76,12,High,1,"APP663,APP003,APP658,APP328",4
APP492,streamline real-time initiatives,0.39,0.32,1,Low,1,"APP463,APP095,APP542",3
APP493,brand user-centric ROI,0.17,0.28,12,Medium,0,"APP185,APP484,APP270,APP627",4
APP494,synergize turn-key channels,0.86,0.88,4,Medium,0,APP195,1
APP495,deliver holistic interfaces,0.65,0.21,7,High,0,"APP251,APP586",2
APP496,syndicate granular solutions,0.42,0.71,13,Low,0,"APP344,APP686,APP585",3
APP497,optimize e-business mindshare,0.5,0.97,14,Low,1,"APP396,APP320,APP405,APP545,APP672",5
APP498,revolutionize back-end communities,0.63,0.64,11,Low,1,"APP064,APP666",2
APP499,architect dynamic paradigms,0.64,0.5,6,Medium,1,APP087,1
APP500,cultivate back-end info-mediaries,0.37,0.21,12,High,0,"APP264,APP635",2
APP501,e-enable rich relationships,0.29,0.57,5,Low,0,"APP094,APP324,APP198",3
APP502,target rich initiatives,0.82,0.55,14,High,1,0,0
APP503,visualize B2B channels,0.74,0.79,4,High,0,APP553,1
APP504,deploy sticky networks,0.95,0.3,4,High,0,"APP262,APP338",2
APP505,generate ubiquitous supply-chains,0.78,0.99,2,High,0,"APP238,APP001,APP220,APP292,APP024",5
APP506,drive magnetic action-items,0.74,0.86,7,High,1,"APP136,APP487",2
APP507,cultivate seamless partnerships,0.41,0.38,1,Low,0,APP114,1
APP508,exploit dynamic solutions,0.58,0.89,5,Medium,1,"APP311,APP072,APP178,APP339,APP691",5
APP509,mesh interactive metrics,0.43,0.35,5,Medium,0,0,0
APP510,deploy web-enabled e-commerce,0.26,0.21,5,Medium,0,"APP587,APP373",2
APP511,iterate synergistic schemas,0.24,0.54,8,High,1,0,0
APP512,monetize customized infrastructures,0.71,0.62,8,High,1,"APP630,APP340,APP363,APP567,APP218",5
APP513,whiteboard ubiquitous channels,0.58,0.27,7,High,1,"APP657,APP365,APP004,APP461,APP209",5
APP514,expedite global technologies,0.96,0.56,1,High,1,"APP104,APP491,APP019,APP020",4
APP515,transition wireless e-services,0.3,0.95,13,Medium,1,"APP687,APP393",2
APP516,revolutionize front-end channels,0.56,0.64,1,Medium,0,0,0
APP517,embrace proactive systems,0.83,0.94,5,Medium,1,"APP200,APP465,APP172",3
APP518,mesh 24/365 systems,1.0,0.91,12,High,1,"APP238,APP561,APP319,APP498",4
APP519,generate dynamic convergence,0.52,0.44,4,High,0,APP077,1
APP520,facilitate front-end functionalities,0.89,0.34,11,High,0,APP533,1
APP521,scale scalable paradigms,0.87,0.61,8,Medium,0,APP352,1
APP522,harness bricks-and-clicks channels,0.77,0.61,6,Medium,0,0,0
APP523,mesh end-to-end schemas,0.98,0.65,13,Medium,0,"APP445,APP099",2
APP524,whiteboard scalable deliverables,0.11,0.75,8,Low,1,"APP340,APP168",2
APP525,transition extensible web-readiness,0.88,0.3,11,Medium,1,"APP636,APP621,APP652",3
APP526,benchmark best-of-breed partnerships,0.88,0.94,6,Low,0,"APP590,APP197,APP345,APP154,APP199",5
APP527,leverage next-generation mindshare,0.23,0.59,4,Low,1,"APP043,APP342,APP576,APP423,APP143",5
APP528,harness mission-critical networks,0.56,0.93,9,Low,0,"APP480,APP122",2
APP529,innovate cross-platform methodologies,0.23,0.45,13,High,0,"APP484,APP373,APP197,APP161",4
APP530,enable strategic paradigms,0.8,0.43,5,Medium,1,0,0
APP531,matrix vertical niches,0.55,0.64,5,Low,1,0,0
APP532,synergize enterprise deliverables,0.77,0.31,11,Medium,1,"APP597,APP513,APP232",3
APP533,embrace killer bandwidth,0.27,0.67,15,Low,1,"APP450,APP009,APP570",3
APP534,orchestrate seamless schemas,0.23,0.77,4,Low,0,"APP237,APP428,APP495,APP113",4
APP535,unleash virtual web services,0.37,0.36,4,Low,1,APP006,1
APP536,drive vertical applications,0.38,0.69,9,High,0,APP005,1
APP537,re-intermediate seamless users,0.94,0.79,7,Low,1,"APP393,APP041,APP413,APP342",4
APP538,productize 24/7 infrastructures,0.73,0.55,13,High,0,0,0
APP539,seize value-added schemas,0.87,0.8,4,Low,1,"APP206,APP111,APP549,APP020",4
APP540,innovate bleeding-edge methodologies,0.27,0.98,15,High,0,"APP508,APP487,APP361",3
APP541,visualize cross-platform web-readiness,0.6,0.18,13,Low,1,0,0
APP542,implement turn-key channels,0.69,0.76,6,Low,0,"APP118,APP580",2
APP543,benchmark vertical schemas,0.69,0.62,11,High,1,"APP414,APP015",2
APP544,deploy innovative technologies,0.19,0.73,1,Medium,0,"APP427,APP072,APP053,APP412",4
APP545,visualize next-generation paradigms,0.76,0.29,8,High,1,"APP312,APP305",2
APP546,orchestrate dot-com relationships,0.99,0.94,9,Low,0,"APP127,APP269",2
APP547,mesh mission-critical web services,0.59,0.58,15,Low,1,"APP059,APP188,APP520",3
APP548,matrix 24/365 users,0.27,0.76,5,Medium,1,"APP289,APP430",2
APP549,enhance plug-and-play initiatives,0.2,0.94,14,Medium,0,"APP033,APP247,APP671,APP695",4
APP550,repurpose cutting-edge partnerships,0.35,0.72,12,Medium,0,"APP095,APP278",2
APP551,incentivize rich supply-chains,1.0,0.58,9,Medium,1,0,0
APP552,iterate integrated bandwidth,0.95,0.73,1,Medium,0,0,0
APP553,visualize ubiquitous interfaces,0.34,0.25,1,High,1,0,0
APP554,whiteboard bleeding-edge paradigms,0.83,0.4,13,Medium,1,"APP374,APP612,APP267,APP226,APP019",5
APP555,mesh compelling models,0.4,0.47,4,High,1,"APP215,APP454,APP151",3
APP556,evolve interactive synergies,0.14,0.34,10,Low,1,0,0
APP557,syndicate e-business relationships,0.7,0.77,3,High,0,"APP162,APP357,APP303",3
APP558,syndicate seamless initiatives,0.45,0.87,4,High,1,"APP669,APP674",2
APP559,redefine world-class experiences,0.27,0.23,11,High,1,0,0
APP560,utilize next-generation relationships,0.65,0.5,3,Medium,1,"APP254,APP260,APP456",3
APP561,visualize user-centric e-business,0.27,0.82,15,Low,1,"APP182,APP255,APP477,APP463,APP534",5
APP562,synthesize end-to-end schemas,0.73,0.25,14,Medium,0,0,0
APP563,redefine back-end content,0.93,0.16,3,High,1,"APP259,APP115",2
APP564,revolutionize cross-media supply-chains,0.53,0.53,3,Medium,1,"APP394,APP251,APP277",3
APP565,maximize distributed infrastructures,0.94,0.87,14,High,1,APP429,1
APP566,incentivize integrated web services,0.1,0.91,15,High,0,"APP535,APP599,APP265,APP490,APP657",5
APP567,reinvent innovative bandwidth,0.97,0.59,7,Low,0,APP516,1
APP568,drive wireless eyeballs,0.33,0.86,2,High,1,0,0
APP569,redefine wireless communities,0.42,0.97,7,High,0,"APP023,APP158,APP700,APP071",4
APP570,aggregate enterprise methodologies,0.79,0.99,7,Low,1,0,0
APP571,deliver interactive technologies,0.1,0.2,2,High,1,"APP064,APP269,APP479",3
APP572,extend 24/365 solutions,0.93,0.21,14,High,1,"APP538,APP188,APP290",3
APP573,visualize B2C e-services,0.38,0.19,12,Medium,1,"APP498,APP196",2
APP574,optimize magnetic applications,0.34,0.29,11,High,1,0,0
APP575,seize dynamic architectures,0.44,0.39,7,Medium,0,"APP644,APP073",2
APP576,syndicate efficient functionalities,0.21,0.81,6,High,0,"APP494,APP426,APP097,APP420",4
APP577,repurpose end-to-end web-readiness,0.75,0.97,7,Low,1,"APP594,APP549,APP396",3
APP578,envisioneer interactive metrics,0.93,0.61,6,Low,0,"APP053,APP291,APP665",3
APP579,syndicate cross-platform architectures,0.11,0.43,4,High,1,APP064,1
APP580,deploy clicks-and-mortar technologies,0.39,0.32,14,Medium,0,"APP588,APP388,APP699,APP110,APP440",5
APP581,drive scalable functionalities,0.11,0.15,8,Low,0,APP417,1
APP582,productize plug-and-play e-business,0.68,0.24,4,Low,1,APP658,1
APP583,target real-time e-services,0.86,0.72,8,Low,1,"APP400,APP460,APP252",3
APP584,visualize holistic metrics,0.54,0.63,13,Medium,0,0,0
APP585,evolve granular info-mediaries,0.61,0.99,4,Medium,1,"APP363,APP320,APP135,APP275",4
APP586,disintermediate synergistic content,0.28,0.71,15,Medium,1,"APP012,APP550",2
APP587,grow sticky e-business,0.31,0.87,8,High,0,0,0
APP588,empower cross-platform partnerships,0.97,0.23,7,Low,0,APP592,1
APP589,streamline magnetic eyeballs,0.37,0.56,2,Low,1,0,0
APP590,productize strategic paradigms,0.85,0.56,12,Low,0,"APP226,APP634,APP666,APP565,APP608",5
APP591,brand wireless supply-chains,0.76,0.78,7,Medium,1,0,0
APP592,re-intermediate intuitive methodologies,0.38,0.97,15,Low,0,"APP192,APP579",2
APP593,cultivate scalable interfaces,0.51,0.11,10,Low,0,"APP594,APP225,APP279,APP581,APP051",5
APP594,engineer front-end supply-chains,0.73,0.3,9,Low,1,"APP659,APP354,APP092,APP020,APP237",5
APP595,leverage dynamic functionalities,0.42,0.61,15,Medium,1,"APP104,APP677,APP537",3
APP596,revolutionize proactive communities,0.6,0.35,5,High,0,"APP269,APP462,APP392,APP255",4
APP597,deliver mission-critical functionalities,0.71,0.48,8,High,1,"APP357,APP553,APP036",3
APP598,deploy efficient convergence,0.64,0.73,7,Low,1,APP138,1
APP599,streamline magnetic eyeballs,0.78,0.6,6,High,0,"APP059,APP163,APP161,APP050",4
APP600,engineer strategic initiatives,0.42,0.59,1,High,0,"APP672,APP251,APP372,APP553",4
APP601,deliver turn-key functionalities,0.29,0.81,15,High,1,"APP495,APP202,APP416",3
APP602,synthesize distributed portals,0.13,0.82,1,Medium,0,APP268,1
APP603,streamline collaborative methodologies,0.43,0.43,13,Medium,1,"APP344,APP156",2
APP604,e-enable revolutionary applications,0.18,0.78,6,Low,0,APP332,1
APP605,e-enable revolutionary web-readiness,0.88,0.82,11,High,1,0,0
APP606,strategize e-business bandwidth,0.49,0.17,5,Low,1,APP034,1
APP607,evolve back-end e-markets,0.7,0.17,10,Low,0,0,0
APP608,expedite visionary eyeballs,0.87,0.53,1,Low,0,"APP639,APP482,APP223",3
APP609,enhance rich architectures,0.51,0.63,13,Low,0,APP675,1
APP610,productize dot-com convergence,0.89,0.65,11,High,0,"APP282,APP273,APP443",3
APP611,whiteboard bleeding-edge synergies,0.22,0.44,10,Low,1,"APP287,APP664,APP201,APP235,APP280",5
APP612,generate bricks-and-clicks networks,0.57,0.52,9,Medium,1,0,0
APP613,embrace one-to-one infrastructures,0.9,0.51,5,Medium,0,"APP296,APP198,APP390",3
APP614,reinvent viral vortals,0.51,0.63,13,High,1,"APP603,APP468,APP355",3
APP615,mesh killer e-business,0.27,0.19,8,Low,0,0,0
APP616,redefine revolutionary bandwidth,0.2,0.28,10,Low,0,APP157,1
APP617,enhance bricks-and-clicks web services,0.23,0.33,8,Low,1,"APP057,APP475,APP497,APP132",4
APP618,utilize turn-key networks,0.65,0.16,12,Medium,0,"APP149,APP314",2
APP619,monetize synergistic platforms,0.13,0.18,10,Low,1,"APP611,APP527",2
APP620,benchmark interactive functionalities,0.47,0.57,5,High,0,"APP428,APP446,APP650,APP454,APP263",5
APP621,architect interactive supply-chains,0.38,0.13,10,High,0,APP094,1
APP622,aggregate e-business e-tailers,0.87,0.36,13,High,1,0,0
APP623,synthesize out-of-the-box info-mediaries,0.66,0.28,3,Medium,1,"APP498,APP326,APP644,APP247",4
APP624,repurpose impactful networks,0.97,0.56,7,Low,0,"APP469,APP188,APP618",3
APP625,transition seamless users,0.77,0.73,3,High,0,APP115,1
APP626,orchestrate B2C mindshare,0.48,0.79,10,Medium,0,"APP275,APP497,APP427,APP145",4
APP627,optimize clicks-and-mortar content,0.7,0.5,14,High,1,"APP271,APP419,APP277",3
APP628,scale user-centric supply-chains,0.39,0.36,2,Low,1,"APP188,APP002,APP610",3
APP629,revolutionize out-of-the-box eyeballs,0.66,0.26,9,High,1,APP035,1
APP630,grow virtual synergies,0.15,0.96,5,Low,1,APP555,1
APP631,embrace leading-edge networks,0.51,0.56,7,High,1,"APP552,APP331,APP002,APP340",4
APP632,brand intuitive web services,0.66,0.99,1,Low,0,"APP489,APP013",2
APP633,target wireless e-tailers,0.79,0.72,9,High,1,"APP354,APP062,APP360",3
APP634,aggregate viral e-business,0.75,0.73,12,Low,0,"APP637,APP442,APP134,APP631",4
APP635,embrace next-generation synergies,0.22,0.14,3,High,0,"APP644,APP178,APP262",3
APP636,cultivate visionary markets,0.72,0.56,7,Low,1,0,0
APP637,facilitate back-end convergence,0.32,0.97,13,Medium,0,0,0
APP638,matrix seamless content,0.19,0.16,13,Low,0,"APP475,APP067,APP403",3
APP639,aggregate dot-com web-readiness,0.4,0.92,3,Medium,0,"APP482,APP394,APP392,APP441,APP444",5
APP640,streamline proactive portals,0.68,0.81,2,Low,1,"APP427,APP595,APP543",3
APP641,enable one-to-one e-services,0.78,0.31,3,Medium,1,0,0
APP642,mesh web-enabled supply-chains,0.39,0.58,9,High,1,"APP089,APP636,APP079,APP334",4
